65,3065,weapon_sniper,WEAPON_M21,m21,,weapon_m14_scoped,PERKS_SEMIAUTOMATIC_SNIPER2,acog,,PERKS_UNLOCKED_AT_LV7,
66,3066,weapon_sniper,,,,,,,,,
67,3067,weapon_sniper,,,,,,,,,
68,3068,weapon_sniper,,,,,,,,,
69,3069,weapon_sniper,,,,,,,,,
70,3070,weapon_shotgun,WEAPON_BENELLI,m1014,,weapon_benelli_m4,PERKS_SEMIAUTOMATIC_COMBAT,grip reflex,,PERKS_UNLOCKED_AT_LV31,
71,3071,weapon_shotgun,WEAPON_WINCHESTER1200,winchester1200,,weapon_winchester1200,PERKS_PUMP_ACTION_SHOTGUN_EFFECTIVE,grip reflex,,,
72,3072,weapon_shotgun,,,,,,,,,
73,3073,weapon_shotgun,,,,,,,,,
74,3074,weapon_shotgun,,,,,,,,,
75,3075,weapon_shotgun,,,,,,,,,
76,3076,weapon_shotgun,,,,,,,,,
77,3077,weapon_shotgun,,,,,,,,,
78,3078,weapon_shotgun,,,,,,,,,
79,3079,weapon_shotgun,,,,,,,,,
80,3080,weapon_lmg,WEAPON_RPD,rpd,,weapon_rpd,PERKS_FULLY_AUTOMATIC_WITH9,acog grip reflex,,,
81,3081,weapon_lmg,WEAPON_SAW,saw,,weapon_m249saw,PERKS_FULLY_AUTOMATIC_WITH10,acog grip reflex,,,
82,3082,weapon_lmg,WEAPON_M60E4,m60e4,,weapon_m60e4,PERKS_FULLY_AUTOMATIC_WITH11,acog grip reflex,,PERKS_UNLOCKED_AT_LV19,
83,3083,weapon_lmg,,,,,,,,,
84,3084,weapon_lmg,,,,,,,,,
85,3085,weapon_lmg,,,,,,,,,
86,3086,weapon_lmg,,,,,,,,,
87,3087,weapon_lmg,,,,,,,,,
88,3088,weapon_lmg,,,,,,,,,
89,3089,weapon_lmg,,,,,,,,,
90,3090,weapon_explosive,WEAPON_C4,c4,2,weapon_c4,PERKS_CHARGE_OF_PLASTIC_EXPLOSIVES,,,,
91,3091,weapon_explosive,WEAPON_CLAYMORE,claymore,2,weapon_claymore,PERKS_DIRECTIONAL_ANTIPERSONNEL,,,,
92,3092,weapon_explosive,,,,,,,,,
93,3093,weapon_explosive,,,,,,,,,
94,3094,weapon_explosive,,,,,,,,,
95,3095,weapon_explosive,,,,,,,,,
96,3096,weapon_explosive,,,,,,,,,
97,3097,weapon_explosive,,,,,,,,,
98,3098,weapon_explosive,,,,,,,,,
99,3099,weapon_explosive,,,,,,,,,
100,3100,weapon_grenade,WEAPON_FRAGGRENADE,frag_grenade,1,weapon_fraggrenade,PERKS_ANTIPERSONNEL_DEVICE,,,,
101,3101,weapon_grenade,WEAPON_FLASH_GRENADE,flash_grenade,1,weapon_flashbang,PERKS_DEVICE_THAT_BLINDS_AND,,,,
102,3102,weapon_grenade,WEAPON_SMOKE_GRENADE,smoke_grenade,1,weapon_smokegrenade,PERKS_DEVICE_THAT_CREATES_A,,,PERKS_SMOKE_SELECTION_WARNING,
103,3103,weapon_grenade,WEAPON_STUN_GRENADE,concussion_grenade,1,weapon_concgrenade,PERKS_DEVICE_THAT_DISORIENTS,,,,
104,3104,weapon_grenade,,,,,,,,,
105,3105,weapon_grenade,,,,,,,,,
106,3106,weapon_grenade,,,,,,,,,
107,3107,weapon_grenade,,,,,,,,,
108,3108,weapon_grenade,,,,,,,,,
109,3109,weapon_grenade,,,,,,,,,
110,3110,,,,,,,,,,
111,3111,,,,,,,,,,
112,3112,,,,,,,,,,
113,3113,,,,,,,,,,
114,3114,,,,,,,,,,
115,3115,,,,,,,,,,
116,3116,,,,,,,,,,
117,3117,,,,,,,,,,
118,3118,,,,,,,,,,
119,3119,,,,,,,,,,
120,3120,,,,,,,,,,
121,3121,,,,,,,,,,
122,3122,,,,,,,,,,
123,3123,,,,,,,,,,
124,3124,,,,,,,,,,
125,3125,,,,,,,,,,
126,3126,,,,,,,,,,
127,3127,,,,,,,,,,
128,3128,,,,,,,,,,
129,3129,,,,,,,,,,
130,3130,,,,,,,,,,
131,3131,,,,,,,,,,
132,3132,,,,,,,,,,
133,3133,,,,,,,,,,
134,3134,,,,,,,,,,
135,3135,,,,,,,,,,
136,3136,,,,,,,,,,
137,3137,,,,,,,,,,
138,3138,,,,,,,,,,
139,3139,,,,,,,,,,
140,3140,,,,,,,,,,
141,3141,,,,,,,,,,
142,3142,,,,,,,,,,
143,3143,,,,,,,,,,
144,3144,,,,,,,,,,
145,3145,,,,,,,,,,
146,3146,,,,,,,,,,
147,3147,,,,,,,,,,
148,3148,,,,,,,,,,
149,3149,,,,,,,,,,
150,150,specialty,PERKS_EAVESDROP,specialty_parabolic,,specialty_parabolic,PERKS_HEAR_VOICE_CHAT_OF_NEARBY,perk3,,PERKS_UNLOCKED_AT_MAJOR_I_LV35,
151,151,specialty,PERKS_UAV_JAMMER,specialty_gpsjammer,,specialty_gpsjammer,PERKS_UNDETECTABLE_ON_ENEMY,perk2,,PERKS_UNLOCKED_AT_SERGEANT,
152,152,specialty,PERKS_IRON_LUNGS,specialty_holdbreath,,specialty_holdbreath,PERKS_LONGER_BREATH_FOR_STEADIER,perk3,,PERKS_UNLOCKED_AT_2ND_LIEUTENANT,
153,153,specialty,PERKS_DEAD_SILENCE,specialty_quieter,,specialty_quieter,PERKS_MAKE_LESS_SOUND_WHEN,perk3,,PERKS_UNLOCKED_AT_BRIGADIER,
154,154,specialty,PERKS_EXTREME_CONDITIONING,specialty_longersprint,,specialty_longersprint,PERKS_SPRINT_FOR_LONGER_DISTANCES,perk3,,,
155,155,specialty,PERKS_BOMB_SQUAD,specialty_detectexplosive,,specialty_detectexplosive,PERKS_ABILITY_TO_SEEK_OUT_ENEMY,perk1,,PERKS_UNLOCKED_AT_STAFF_SERGEANT,
156,156,specialty,PERKS_SONIC_BOOM,specialty_explosivedamage,,specialty_explosivedamage,PERKS_HIGHER_EXPLOSIVE_WEAPON,perk2,,,
157,157,specialty,PERKS_LAST_STAND,specialty_pistoldeath,,specialty_pistoldeath,PERKS_PULL_OUT_YOUR_PISTOL,perk3,,PERKS_UNLOCKED_AT_CORPORAL,
158,158,specialty,PERKS_MARTYRDOM,specialty_grenadepulldeath,,specialty_grenadepulldeath,PERKS_DROP_A_LIVE_GRENADE_WHEN,perk3,,PERKS_UNLOCKED_AT_GUNNERY_SERGEANT,
159,159,specialty,,,,,,,,,
160,160,specialty,PERKS_STOPPING_POWER,specialty_bulletdamage,,specialty_bulletdamage,PERKS_INCREASED_BULLET_DAMAGE,perk2,,,
161,161,specialty,PERKS_DEEP_IMPACT,specialty_bulletpenetration,,specialty_bulletpenetration,PERKS_DEEPER_BULLET_PENETRATION,perk3,,,
162,162,specialty,PERKS_STEADY_AIM,specialty_bulletaccuracy,,specialty_bulletaccuracy,PERKS_INCREASED_HIPFIRE_ACCURACY,perk3,,,
163,163,specialty,PERKS_DOUBLE_TAP,specialty_rof,,specialty_rof,PERKS_INCREASED_RATE_OF_FIRE,perk2,,PERKS_UNLOCKED_AT_1ST_LIEUTENANT,
164,164,specialty,PERKS_SLEIGHT_OF_HAND,specialty_fastreload,,specialty_fastreload,PERKS_FASTER_RELOADING,perk2,,PERKS_UNLOCKED_AT_MASTER_SERGEANT,
165,165,specialty,PERKS_BANDOLIER,specialty_extraammo,,specialty_extraammo,PERKS_EXTRA_AMMUNITION_MAGAZINES,perk1,,PERKS_UNLOCKED_AT_CAPTAIN_I,
166,166,specialty,PERKS_OVERKILL,specialty_twoprimaries,,specialty_twoprimaries,PERKS_CARRY_TWO_PRIMARY_WEAPONS,perk2,,PERKS_UNLOCKED_AT_LIEUTENANT,
167,167,specialty,PERKS_JUGGERNAUT,specialty_armorvest,,specialty_armorvest,PERKS_INCREASED_HEALTH,perk2,,,
168,168,specialty,,,,,,,,,
169,169,specialty,,,,,,,,,
170,170,specialty,,,,,,,,,
171,171,specialty,,,,,,,,,
172,172,specialty,,,,,,,,,
173,173,grenade,PERKS_FRAG_X_3,specialty_fraggrenade,3,specialty_fraggrenade,PERKS_3_FRAG_GRENADES,perk1,,PERKS_UNLOCKED_AT_COLONEL_I,
174,174,grenade,,,,,,,,,
175,175,grenade,,,,,,,,,
176,176,specialgrenade,PERKS_SPECIAL_GRENADES_X_3,specialty_specialgrenade,3,specialty_specialgrenade,PERKS_3_SPECIAL_GRENADES_NO,perk1,,PERKS_OPTION_NOT_AVAILABLE,
177,177,specialgrenade,,,,,,,,,
178,178,specialgrenade,,,,,,,,,
179,179,specialgrenade,,,,,,,,,
180,180,specialgrenade,,,,,,,,,
181,181,specialgrenade,,,,,,,,,
182,182,specialgrenade,,,,,,,,,
183,183,specialgrenade,,,,,,,,,
184,184,inventory,PERKS_C4_X_2,c4_mp,2,specialty_weapon_c4,PERKS_REMOTE_DETONATION_EXPLOSIVE,perk1,,,
185,185,inventory,PERKS_CLAYMORE_X_2,claymore_mp,2,specialty_weapon_claymore,PERKS_TRIP_ACTIVATED_EXPLOSIVE,perk1,,PERKS_UNLOCKED_AT_MASTER_GUNNERY,
186,186,inventory,PERKS_RPG7_X_2,rpg_mp,2,specialty_weapon_rpg,PERKS_ROCKET_LAUNCHER_WITH,perk1,,,
187,187,inventory,,,,,,,,,
188,188,inventory,,,,,,,,,
189,189,inventory,,,,,,,,,
190,190,null_specialty,PERKS_NONE,specialty_null,,specialty_null,,,,,
191,191,null_specialty,PERKS_GRENADE_LAUNCHER,specialty_null,,specialty_null,PERKS_GRENADE_LAUNCHER_ATTACHMENT1,,,,
192,192,null_specialty,PERKS_GRIP,specialty_null,,specialty_null,PERKS_GRIP_ATTACHMENT_,,,,
193,193,null_specialty,PERKS_ATTACHMENT,specialty_null,,specialty_null,PERKS_WEAPON_ATTACHMENT,,,,
194,194,,,,,,,,,,
195,257,feature,PERKS_DEMOLITIONS,feature_demolitions,,,,,,,
196,258,feature,PERKS_SNIPER,feature_sniper,,,,,,,
197,260,feature,PERKS_CREATE_A_CLASS,feature_cac,,,,,,,
198,263,feature,PERKS_CHALLENGES,feature_challenges,,,,,,,
199,262,feature,PERKS_HARDCORE_GAMETYPES,feature_hardcore,,,,,,,
200,264,feature,PERKS_OLDSCHOOL_GAMETYPES,feature_oldschool,,,,,,,
201,261,feature,PERKS_CLAN_TAG,feature_clantag,,,,,,,
